video,label,score
863,0,0.45804802
863,0,0.35920268
863,0,0.32627645
863,0,0.37826127
863,0,0.4008508
863,0,0.44419855
863,0,0.41685963
863,0,0.36070642
863,0,0.3664242
863,0,0.34198552
863,0,0.4410945
863,0,0.46819276
863,0,0.39466152
863,0,0.31866285
863,0,0.35030583
863,0,0.43366474
863,0,0.4230778
863,0,0.38629287
863,0,0.34197325
863,0,0.43304482
863,0,0.43574187
863,0,0.35072452
863,0,0.46659327
863,0,0.38894072
863,0,0.38169393
863,0,0.46199024
863,0,0.3669603
863,0,0.37402323
863,0,0.35554263
863,0,0.4569552
863,0,0.3720703
863,0,0.39314845
863,0,0.3588068
863,0,0.40202188
863,0,0.35874802
863,0,0.41480064
863,0,0.4376307
863,0,0.40978986
863,0,0.4157608
863,0,0.42952704
863,0,0.43915707
863,0,0.36391753
863,0,0.39277378
863,0,0.40540802
863,0,0.40899768
863,0,0.4057639
863,0,0.37963706
863,0,0.3880932
863,0,0.37572566
863,0,0.379807
863,0,0.36097965
863,0,0.45674887
863,0,0.3806172
863,0,0.31383452
863,0,0.3761711
863,0,0.3510516
863,0,0.44443682
863,0,0.39529562
863,0,0.38391054
863,0,0.36640775
863,0,0.4533075
863,0,0.38207647
863,0,0.4031868
863,0,0.44573984
863,0,0.47579774
863,0,0.39676195
863,0,0.44095954
863,0,0.3458732
863,0,0.40383956
863,0,0.3631124
863,0,0.30856165
863,0,0.34434247
863,0,0.3679941
863,0,0.39792138
863,0,0.40675715
863,0,0.40289196
863,0,0.39231294
863,0,0.36362904
863,0,0.42305923
863,0,0.3883955
863,0,0.34517974
863,0,0.31117567
863,0,0.40691128
863,0,0.36992425
863,0,0.45980924
863,0,0.4098938
863,0,0.3754597
863,0,0.3930433
863,0,0.41229388
863,0,0.35259497
863,0,0.35540313
863,0,0.35260284
863,0,0.35085067
863,0,0.37711185
863,0,0.41703954
863,0,0.33377117
863,0,0.4492736
863,0,0.39989734
863,0,0.3488587
863,0,0.3867201
863,0,0.43763432
089,0,0.6856723
089,0,0.65849626
089,0,0.6513052
089,0,0.6726585
089,0,0.685542
089,0,0.6653365
089,0,0.59363544
089,0,0.6467119
089,0,0.6926595
089,0,0.6287943
089,0,0.678708
089,0,0.6841559
089,0,0.6754076
089,0,0.704231
089,0,0.6352235
089,0,0.64421797
089,0,0.6380802
089,0,0.64031893
089,0,0.6353689
089,0,0.6960808
089,0,0.6771842
089,0,0.6735741
089,0,0.67490757
089,0,0.7102172
089,0,0.7141005
089,0,0.60517716
089,0,0.6907374
089,0,0.6478862
089,0,0.60925883
089,0,0.6704197
089,0,0.6457887
089,0,0.6459835
089,0,0.65130246
089,0,0.710507
089,0,0.64690596
089,0,0.63207316
089,0,0.65657383
089,0,0.6311275
089,0,0.63144076
089,0,0.6385708
089,0,0.50978464
089,0,0.60530835
089,0,0.648278
089,0,0.7140936
089,0,0.64251727
089,0,0.7064423
089,0,0.7031556
089,0,0.64325655
089,0,0.650854
089,0,0.67205566
089,0,0.67150867
089,0,0.5985586
089,0,0.60311407
089,0,0.65637684
089,0,0.6796333
089,0,0.6743001
089,0,0.68017036
089,0,0.52632207
089,0,0.6899088
089,0,0.6466673
089,0,0.6872542
089,0,0.6542743
089,0,0.6868526
089,0,0.5608116
089,0,0.6951513
089,0,0.70905817
089,0,0.53268707
089,0,0.67842704
089,0,0.64958954
089,0,0.61478335
089,0,0.6886357
089,0,0.6618275
089,0,0.5898065
089,0,0.69024575
089,0,0.6155665
089,0,0.6704537
089,0,0.62644494
089,0,0.6677012
089,0,0.60749537
089,0,0.5458569
089,0,0.62220293
089,0,0.69479895
089,0,0.6799428
089,0,0.6464918
089,0,0.5038098
089,0,0.668451
089,0,0.7113055
089,0,0.6453068
089,0,0.6809792
089,0,0.68079466
089,0,0.6452891
089,0,0.69560236
089,0,0.6918374
089,0,0.6595962
089,0,0.6039058
089,0,0.63772076
089,0,0.653812
089,0,0.66503847
089,0,0.6811235
089,0,0.7009144
089,0,0.6826491
143,0,0.615763
143,0,0.61069006
143,0,0.6943448
143,0,0.64367193
143,0,0.5410877
143,0,0.68309677
143,0,0.59686714
143,0,0.54329133
143,0,0.6310195
143,0,0.68470806
143,0,0.66476434
143,0,0.5200778
143,0,0.5857031
143,0,0.60304385
143,0,0.7834869
143,0,0.64441264
143,0,0.56213087
143,0,0.64803666
143,0,0.7536457
143,0,0.68217915
143,0,0.624173
143,0,0.6176085
143,0,0.5640706
143,0,0.7016063
143,0,0.64438045
143,0,0.69171643
143,0,0.6351939
143,0,0.6405464
143,0,0.6546585
143,0,0.65111274
143,0,0.7433657
143,0,0.72365826
143,0,0.76621336
143,0,0.6805997
143,0,0.5182913
143,0,0.6251338
143,0,0.60690427
143,0,0.6134483
143,0,0.69182533
143,0,0.53920215
143,0,0.6306215
143,0,0.66444534
143,0,0.5945601
143,0,0.65428334
143,0,0.65312725
143,0,0.65908134
143,0,0.71700144
143,0,0.6336378
143,0,0.64766437
143,0,0.5625194
143,0,0.60746735
143,0,0.64477354
143,0,0.6804445
143,0,0.6784668
143,0,0.58003336
143,0,0.4959158
143,0,0.690113
143,0,0.7034483
143,0,0.5544745
143,0,0.6624334
143,0,0.6937511
143,0,0.591547
143,0,0.5961763
143,0,0.6346422
143,0,0.6149039
143,0,0.6438303
143,0,0.6009178
143,0,0.6000379
143,0,0.67334145
143,0,0.6110441
143,0,0.64789444
143,0,0.7383069
143,0,0.64726084
143,0,0.7793281
143,0,0.71315616
143,0,0.47952193
143,0,0.56259036
143,0,0.5654705
143,0,0.5431346
143,0,0.65229523
143,0,0.7135831
143,0,0.654845
143,0,0.6382704
143,0,0.6156943
143,0,0.5545312
143,0,0.5557595
143,0,0.5494253
143,0,0.577616
143,0,0.67411613
143,0,0.6101067
143,0,0.54221696
143,0,0.62169015
143,0,0.5876278
143,0,0.7035842
143,0,0.60098714
143,0,0.7664762
143,0,0.6224528
143,0,0.5709739
143,0,0.6664514
143,0,0.61075926
143,0,0.6638163
208,0,0.53945667
208,0,0.555641
208,0,0.5086364
208,0,0.4688803
208,0,0.5898801
208,0,0.47187054
208,0,0.48564982
208,0,0.5702432
208,0,0.53679365
208,0,0.6045714
208,0,0.5523083
208,0,0.4889863
208,0,0.48871014
208,0,0.48413366
208,0,0.5022773
208,0,0.49065772
208,0,0.5269443
208,0,0.5426707
208,0,0.48216808
208,0,0.5678553
208,0,0.56174195
208,0,0.5686222
208,0,0.478935
208,0,0.5534387
208,0,0.47417045
208,0,0.4774585
208,0,0.48990455
208,0,0.5616845
208,0,0.48720014
208,0,0.4545316
208,0,0.55753344
208,0,0.5985254
208,0,0.61485606
208,0,0.53646666
208,0,0.5125191
208,0,0.54695845
208,0,0.5062567
208,0,0.4762581
208,0,0.490083
208,0,0.5720626
208,0,0.498944
208,0,0.59729713
208,0,0.5520495
208,0,0.5442302
208,0,0.45813322
208,0,0.5209687
208,0,0.5863213
208,0,0.52311754
208,0,0.45673954
208,0,0.5847362
208,0,0.56393045
208,0,0.5503589
208,0,0.5143375
208,0,0.5322829
208,0,0.48277435
208,0,0.5775721
208,0,0.49582925
208,0,0.49687928
208,0,0.5158336
208,0,0.6021877
208,0,0.53388566
208,0,0.5100725
208,0,0.49552464
208,0,0.496501
208,0,0.55352
208,0,0.45369348
208,0,0.49090913
208,0,0.52212834
208,0,0.5391888
208,0,0.5760741
208,0,0.49480316
208,0,0.4952349
208,0,0.48560917
208,0,0.54767865
208,0,0.48867673
208,0,0.5807901
208,0,0.54044265
208,0,0.54934615
208,0,0.6030622
208,0,0.4898051
208,0,0.49697977
208,0,0.46460527
208,0,0.49661276
208,0,0.43912002
208,0,0.49149662
208,0,0.47495937
208,0,0.4977248
208,0,0.52950543
208,0,0.52286917
208,0,0.55715936
208,0,0.5188964
208,0,0.5188776
208,0,0.558496
208,0,0.48857152
208,0,0.5882884
208,0,0.48852697
208,0,0.43568602
208,0,0.55384773
208,0,0.5053416
208,0,0.51365
208,0,0.49270383
226,0,0.53185254
226,0,0.33696598
226,0,0.42821917
226,0,0.46276706
226,0,0.45742813
226,0,0.4257282
226,0,0.48789144
226,0,0.45789436
226,0,0.46016443
226,0,0.39809006
226,0,0.47703484
226,0,0.4512043
226,0,0.44342962
226,0,0.42409456
226,0,0.464057
226,0,0.4184361
226,0,0.38621137
226,0,0.34941882
226,0,0.4500816
226,0,0.4940445
226,0,0.44358808
226,0,0.4405144
226,0,0.42933798
226,0,0.39406878
226,0,0.5427164
226,0,0.5069422
226,0,0.41342866
226,0,0.33397976
226,0,0.4700443
226,0,0.49345973
226,0,0.4237027
226,0,0.42065662
226,0,0.41008794
226,0,0.5131776
226,0,0.33418602
226,0,0.48397627
226,0,0.4205456
226,0,0.40563658
226,0,0.49586004
226,0,0.49735656
226,0,0.4970895
226,0,0.47308505
226,0,0.48675585
226,0,0.5676831
226,0,0.45280856
226,0,0.521772
226,0,0.43604642
226,0,0.3528061
226,0,0.48371416
226,0,0.38038957
226,0,0.4757764
226,0,0.48593047
226,0,0.49502188
226,0,0.4312705
226,0,0.45961294
226,0,0.38573697
226,0,0.49117994
226,0,0.4904843
226,0,0.5796787
226,0,0.37574252
226,0,0.5128502
226,0,0.36801973
226,0,0.43259054
226,0,0.49620503
226,0,0.5271047
226,0,0.5114924
226,0,0.4722507
226,0,0.477698
226,0,0.3494337
226,0,0.4359674
226,0,0.44901627
226,0,0.4588468
226,0,0.50906837
226,0,0.42622152
226,0,0.47902608
226,0,0.35744062
226,0,0.49950945
226,0,0.38879693
226,0,0.48135763
226,0,0.47284302
226,0,0.47778353
226,0,0.45641875
226,0,0.461377
226,0,0.48089063
226,0,0.48466003
226,0,0.46623933
226,0,0.47911948
226,0,0.4733033
226,0,0.5564843
226,0,0.48159763
226,0,0.33929768
226,0,0.46118763
226,0,0.5177692
226,0,0.46797207
226,0,0.440894
226,0,0.45114926
226,0,0.41560936
226,0,0.4497091
226,0,0.4319213
226,0,0.4457171
226,0,0.57971907
232,0,0.76168406
232,0,0.7396671
232,0,0.7458098
232,0,0.74887127
232,0,0.7244942
232,0,0.74980843
232,0,0.6636215
232,0,0.70555115
232,0,0.76204497
232,0,0.7235754
232,0,0.75006187
232,0,0.8006105
232,0,0.76060647
232,0,0.72512126
232,0,0.6815863
232,0,0.69876647
232,0,0.7313435
232,0,0.7849532
232,0,0.64155954
232,0,0.741659
232,0,0.7371171
232,0,0.728695
232,0,0.7405327
232,0,0.74470556
232,0,0.76262707
232,0,0.65842646
232,0,0.7660123
232,0,0.78858274
232,0,0.6612665
232,0,0.7687061
232,0,0.6951859
232,0,0.7300536
232,0,0.74857336
232,0,0.7331466
232,0,0.84490395
232,0,0.7409688
232,0,0.73173976
232,0,0.6765216
232,0,0.6320078
232,0,0.77901155
232,0,0.7367618
232,0,0.73832136
232,0,0.7354686
232,0,0.7427137
232,0,0.6615537
232,0,0.7413375
232,0,0.7355684
232,0,0.8257961
232,0,0.6786209
232,0,0.75277436
232,0,0.71738076
232,0,0.74322855
232,0,0.6397208
232,0,0.74273634
232,0,0.7568836
232,0,0.74797624
232,0,0.73069775
232,0,0.6507553
232,0,0.7259982
232,0,0.75305057
232,0,0.74212193
232,0,0.7565463
232,0,0.7643119
232,0,0.70724565
232,0,0.74282366
232,0,0.75124764
232,0,0.7299407
232,0,0.72876436
232,0,0.8138259
232,0,0.7223942
232,0,0.72836757
232,0,0.64543873
232,0,0.65298235
232,0,0.7414956
232,0,0.6167508
232,0,0.7371569
232,0,0.74951607
232,0,0.763018
232,0,0.7405613
232,0,0.6368165
232,0,0.64649266
232,0,0.71464634
232,0,0.6861115
232,0,0.6748953
232,0,0.7247278
232,0,0.7463227
232,0,0.728322
232,0,0.7626403
232,0,0.7512973
232,0,0.6863175
232,0,0.7821678
232,0,0.72720593
232,0,0.71995676
232,0,0.74314046
232,0,0.75155216
232,0,0.6282021
232,0,0.709649
232,0,0.7193308
232,0,0.74721104
232,0,0.74423015
232,0,0.73771805
965,0,0.53629786
965,0,0.5907796
965,0,0.61592567
965,0,0.61459863
965,0,0.62792706
965,0,0.6094451
965,0,0.624534
965,0,0.6260689
965,0,0.6064957
965,0,0.53129584
965,0,0.6171887
965,0,0.6106645
965,0,0.6120323
965,0,0.592514
965,0,0.6793509
965,0,0.6132244
965,0,0.6877484
965,0,0.5864
965,0,0.65011936
965,0,0.54358464
965,0,0.62452906
965,0,0.5929444
965,0,0.6179553
